canonical_smiles,pIC50,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
O=C(N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1,7.1191864,13.745751684997405,13.745751684997405,0.052907991426799805,-4.441746609419207,0.30824550189963834,17.181818181818183,611.685,573.3810000000001,611.2839667760901,234,0,0.41592330415856454,-0.3850695893997803,0.41592330415856454,0.3850695893997803,1.0,1.7272727272727273,2.409090909090909,19.413196501019332,10.000214773667778,2.3144585488009306,-2.2492598191579662,2.3046426272520515,-2.8545749766034603,5.983981061725487,-0.6764423064294866,3.692807694908651,1.3555320449663015,1519.4032694499015,31.269009466755723,24.431600926629,24.431600926629,21.09637535396391,15.171198567562353,15.171198567562353,11.677315822690547,11.677315822690547,8.49040762434744,8.49040762434744,6.123766323220832,6.123766323220832,-3.959999999999999,7900946378.6747265,31.464371865721937,13.774891255114209,7.568464588414802,253.43758682097967,25.2071139814952,24.880865474257014,0.0,5.907179729351506,11.466446624403513,6.176298517443475,14.383611552215466,0.0,13.171245143024459,0.0,55.3062127250833,49.44583918878587,30.767713921296618,17.16874381254195,33.183635510015144,17.501745733386574,0.0,9.883888251797686,0.0,75.85445432988236,17.98942254267563,99.468124302141,0.0,0.0,21.092753833915147,18.858631417708022,0.0,0.0,46.72330653005648,23.93641373035388,0.0,71.61511371756383,71.655051440301,0.0,0.0,0.0,108.25,29.79273695538824,32.66138409008063,0.0,41.848638031757176,31.3706727663876,43.37947212032425,17.0326438677737,22.14709889187237,30.33183534230805,5.316788604006331,0.0,40.983412758124246,0.0,41.25111123892536,15.886101575909928,0.7590184811713103,-0.6307255227833684,15.10505578535242,0.9688867846220759,0.7604722320113562,0.0,0.42424242424242425,44,4,8,1,1,2,2,2,1,3,2,0,5,3,11,2,11,1,1,2,0,0,9.850415928654424,5,3.574600000000003,159.14139999999972,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OC[C@@H]3F)c2)nc1,7.1135092,14.455183278432184,14.455183278432184,0.0016476914840013457,-2.208484159389192,0.8322366821929106,21.214285714285715,389.33700000000005,375.2250000000001,389.109959348,144,0,0.28261376273404726,-0.4622172316009163,0.4622172316009163,0.28261376273404726,1.4285714285714286,2.2142857142857144,2.857142857142857,19.14850393894307,9.855629924324438,2.4669950573392474,-2.3409109446473284,2.3755832790138807,-2.4703004717633394,6.024558541949387,0.06643809682473589,2.7102525674205435,1.9365273874187985,974.1766308979313,20.311190308942123,14.325046502345385,14.325046502345385,13.390214422668523,8.050555433535905,8.050555433535905,5.979134943328738,5.979134943328738,4.225015302305096,4.225015302305096,2.7341262563903457,2.7341262563903457,-3.6099999999999994,1853986.2122799668,19.15990994527679,7.55729625390918,3.462880821206406,157.2062375400335,15.787319034968565,30.861843085474458,11.710600647893639,0.0,11.928859856695684,0.0,4.794537184071822,23.147628396607335,5.261891554738487,0.0,0.0,30.33183534230805,17.447681337993636,5.563451491696996,22.702645280896334,17.616246131379246,5.261891554738487,4.9839785209472085,10.726072209797854,11.710600647893639,18.59826154079416,59.16673073320948,0.0,6.069221312792274,11.050456081168516,18.858631417708022,0.0,0.0,36.36598670994101,10.275788206183394,17.148333708576654,21.615368162314272,41.521083646556804,0.0,0.0,0.0,113.39,48.30160577412003,17.96578232709628,0.0,16.944765761229018,0.0,12.13273413692322,24.395944776997908,0.0,6.069221312792274,15.293171857589208,15.732421985700721,47.39375591954773,0.0,19.79811289816061,11.217493424152355,3.164178310140197,-1.5589031195709588,7.434211831783166,-0.7625052951374547,-1.9363439690756468,0.0,0.2222222222222222,28,3,7,0,1,1,1,1,1,2,2,0,6,2,10,2,4,0,0,0,0,0,5.171325559095626,3,2.1924799999999998,93.42859999999999,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)[NH+]=C(N)N3CC(F)(F)CN=C32)c1,7.1100001,14.121067534444851,14.121067534444851,0.011020531797047095,-3.047303497427471,0.5201219581926321,21.09090909090909,461.43900000000014,440.27100000000013,461.1595152120901,172,0,0.3870319734429289,-0.43484434953169226,0.43484434953169226,0.3870319734429289,1.1818181818181819,1.9393939393939394,2.6363636363636362,19.28882517166692,9.80959804883405,2.570481380702716,-2.313241929643696,2.3525031633228317,-2.8511382608389138,6.071657219934517,-0.5209949863267135,3.0579090486317404,1.873223013350685,1155.0416325481658,23.639617433688315,17.61760469942045,17.61760469942045,15.747985897480437,9.996495725917418,9.996495725917418,7.560646364386157,7.560646364386157,5.304351288993128,5.304351288993128,3.96398652086164,3.96398652086164,-3.5799999999999996,24475357.245614115,22.60813795339622,8.748900801707743,4.364275958735409,187.27002507837952,9.473725907600098,25.445906609621975,0.0,11.374545038140614,5.922529168094576,12.571059655189936,10.726072209797854,18.673144558835787,8.78083009534964,0.0,36.106336911557726,24.26546827384644,23.800152016368518,0.0,32.02779083093505,11.795174354501103,0.0,4.899909730850478,10.726072209797854,18.072959506924022,26.806192317615604,65.22129102278387,0.0,17.590380470995193,15.462935163597905,17.56166019069928,5.749511833283905,0.0,56.03531065750786,10.275788206183394,11.840868637711289,16.690354475090988,53.52334128032855,0.0,0.0,0.0,74.05000000000001,31.162472318749174,17.56166019069928,0.0,24.15156815229793,16.690354475090988,0.0,24.14244140905123,36.39820241076966,0.0,26.562541056782678,10.470530430962235,62.85876466659927,0.0,8.574120918046333,0.0,6.775501228269086,3.0765300648153575,13.069682252613575,0.0,-4.057131453119458,1.5358656561091626,0.30434782608695654,33,3,6,0,2,2,0,2,0,2,1,0,5,2,10,2,5,0,0,0,0,0,5.993828977745074,4,1.2877999999999998,113.16210000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc2cc(c1)[C@@H](O)[NH2+][C@@H](c1ccccc1)C/C=C/COC[C@@H]([C@H](O)C[NH2+]Cc1cccc(C(C)C)c1)NC2=O,7.1079054,13.378056592925507,13.378056592925507,0.003049436796933147,-0.8410928785461202,0.2866748214391649,21.902439024390244,559.7510000000003,514.3910000000004,559.33990976018,218,0,0.251194844969837,-0.3849861275346133,0.3849861275346133,0.251194844969837,1.024390243902439,1.829268292682927,2.6097560975609757,16.475494386478744,10.004066794313895,2.2571833214653183,-2.233625474013793,2.186107817741183,-2.859298879110893,5.944342790535152,-0.7662975032504921,2.970099451624569,1.4860738775700506,1294.1366381376154,29.1916591975661,24.370813330842527,24.370813330842527,19.795734091081684,14.615999642985788,14.615999642985788,11.306940228995648,11.306940228995648,7.600738366062243,7.600738366062243,5.21054716114803,5.21054716114803,-3.329999999999999,1241482086.9266672,30.624506242227785,15.054789449774422,9.08085983298945,243.20235256102407,30.90028355550045,25.235320028721414,0.0,6.22790117073487,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,74.53045116074189,48.234014503092446,28.674627589713992,19.255604758173796,30.37803213556594,5.907179729351506,0.0,5.316788604006331,0.0,64.07024489085094,19.75852033493841,118.32915398538908,0.0,0.0,15.950365812018994,0.0,0.0,0.0,48.02456207086759,11.281619359712625,6.923737199690624,76.63119020260528,84.9484450352071,0.0,0.0,0.0,112.01000000000002,18.373708387631133,15.007591973753232,0.0,18.555902523012385,36.61726902290689,17.671659389306566,11.126902983393991,12.13273413692322,42.58201418437727,66.95527412499744,4.736862953800049,5.904414267390457,0.0,13.378056592925507,29.270486031695512,5.60335537233035,0.15814000100450576,23.470940794550238,3.0769873816681335,7.970952891768627,0.0,0.38235294117647056,41,7,7,0,1,1,1,3,0,3,4,2,4,5,7,1,7,0,0,0,0,0,11.24501203609858,4,2.6134200000000023,160.11159999999973,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CC#Cc1cncc(-c2cccc([C@]3(C4CC4)N=C(C)C(N)=[NH+]3)c2)c1,7.1023731,6.108670622152973,6.108670622152973,0.41821460065507665,-0.41821460065507665,0.8401568568162789,22.0,329.427,308.259,329.17607309209006,124,0,0.2886466588040595,-0.2857992514259724,0.2886466588040595,0.2857992514259724,1.2,2.04,2.72,15.183654479009995,9.922477846360321,2.5156560861164654,-2.2146276516193897,2.4489727072914396,-2.8485895178130565,6.3782792223287315,-0.5631045893601156,3.427942704178209,1.7973150543943208,937.1016099488949,17.440946820939047,14.504793176079646,14.504793176079646,12.120158812638861,8.583525968536804,8.583525968536804,6.6946396525125325,6.6946396525125325,4.870850956415911,4.870850956415911,3.4616826511274765,3.4616826511274765,-2.9299999999999997,1108870.905947567,15.589160789359001,5.855898317209619,2.7206191235562507,147.47566520400733,0.0,5.711685002770702,0.0,5.662860035369912,5.835619785757269,0.0,10.717645998109393,9.984809465271338,0.0,5.920434318855644,24.119535524240472,44.38530327385348,35.00194766447853,0.0,4.992404732635669,11.54730478852797,0.0,4.9839785209472085,16.643978255959247,32.35197768060318,0.0,53.85242546892819,0.0,22.96777162110528,10.726072209797854,0.0,0.0,0.0,16.53128330947518,5.662860035369912,17.75877468387268,37.81602062862726,47.71792721816987,0.0,11.126902983393991,0.0,65.24,5.662860035369912,0.0,0.0,0.0,11.753525831918662,27.965490969558687,12.841643245852019,6.196843571613076,20.044317970994324,52.149087233602216,10.726072209797854,0.0,0.0,12.704937820233184,0.0,10.82916824899169,7.165868843232886,10.577937295288486,6.0069892455311376,3.7984318800559507,0.0,0.2857142857142857,25,3,4,1,1,2,0,1,1,2,1,0,3,2,4,2,3,1,0,1,0,0,3.6515416173247024,4,1.5950999999999993,99.89310000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCn1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,7.09691,13.253584498614261,13.253584498614261,0.17842219912656465,-1.2520825066137569,0.756432545894219,19.40740740740741,361.40900000000016,342.25700000000006,361.16510822800007,136,0,0.26596093858923747,-0.36940421188273964,0.36940421188273964,0.26596093858923747,1.1111111111111112,1.8888888888888888,2.5185185185185186,16.15787996861756,9.831768552728569,2.4993813661084103,-2.2448568470416896,2.3975119284479667,-2.4056442783009477,6.084954690840959,-0.12876762572556955,3.2843310210981436,1.9207738227560562,1027.3021370977838,19.018297090128673,15.072139336546421,15.072139336546421,13.057715868699496,8.583035695438145,8.583035695438145,6.337243885534357,6.337243885534357,4.78931714822646,4.78931714822646,3.2794238901137045,3.2794238901137045,-3.5500000000000007,2400162.8355703545,16.893676945122408,6.312972339915136,2.5692736308401076,155.93251143644926,5.733667477162185,6.3273200747645415,11.49847982112718,0.0,5.907179729351506,0.0,14.376249850067484,14.960361774530085,5.098681808301038,0.0,18.19910120538483,24.117007251546223,43.30986208682298,6.196843571613076,4.794537184071822,11.866734298095341,0.0,24.648351516191116,10.726072209797854,19.007418857986544,7.04767198267719,66.50706561845728,0.0,11.126902983393991,5.733667477162185,0.0,0.0,0.0,43.562757796963645,16.87821884236774,0.0,18.050640183084614,60.37256736769895,0.0,11.126902983393991,0.0,102.29,5.538925252383345,4.794537184071822,0.0,11.866734298095341,12.10820789760957,16.690354475090988,11.22722980561502,30.320005632661605,37.38604904515014,20.059043582831123,5.733667477162185,1.7671438019652306,0.0,27.36140551784942,4.330760053638841,7.916831780558107,-0.03258267195767117,7.64165162824389,8.456804214345926,2.6809545434590527,1.6270311318972033,0.21052631578947367,27,2,8,0,1,1,1,1,2,3,1,0,7,1,8,3,4,0,0,0,0,0,3.949974639778511,4,1.3902999999999996,100.54140000000002,0,0,0,0,0,4,0,0,0,0,1,1,0,0,1,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,7.0268722,13.124035647827133,13.124035647827133,0.15226799361719956,-1.0845579805996475,0.8463160547216566,22.814814814814813,360.4170000000001,340.25700000000006,360.15862588000005,136,0,0.2614851696867923,-0.48734596242152234,0.48734596242152234,0.2614851696867923,1.2222222222222223,1.962962962962963,2.6296296296296298,16.503982135175967,9.765665936986945,2.550684852253206,-2.4090642399143856,2.493225243451682,-2.486691701764632,6.071612159070346,-0.13315770712078953,2.8460312627476188,1.9212607060951776,1034.7173947158942,19.39697674656903,15.484046302131157,15.484046302131157,12.754785948753975,8.732803012485514,8.732803012485514,7.636523923974402,7.636523923974402,5.125441629864543,5.125441629864543,3.9255582357651324,3.9255582357651324,-3.3299999999999996,1274307.6518639836,17.10232939527104,5.582168721329366,2.5467398064292843,157.42400791216758,10.470530430962235,11.350562644267594,11.49847982112718,0.0,5.907179729351506,0.0,9.694446914922299,4.992404732635669,5.261891554738487,0.0,18.19910120538483,49.239845656621675,19.031945097300195,11.63267280448927,9.53140013787187,11.866734298095341,5.261891554738487,4.899909730850478,10.726072209797854,31.40827208567429,7.04767198267719,53.59147246262526,0.0,22.94563612947017,10.470530430962235,0.0,5.749511833283905,0.0,29.415366822606693,10.333462436455168,11.33111286753076,31.395199005701247,47.45697421186694,0.0,11.126902983393991,0.0,91.71,11.139976063367033,4.794537184071822,0.0,11.866734298095341,23.297236439603903,11.126902983393991,4.899909730850478,13.1140390511388,50.245676810150904,11.061626045427943,15.732421985700721,6.127427406147645,0.0,19.10646207054396,9.167327667956275,7.421325511392702,0.6877030381201565,15.230368120235545,0.40135109599395324,3.8875046226020253,1.6371971336744064,0.2857142857142857,27,2,6,0,2,2,1,2,0,2,1,0,5,1,6,2,1,0,0,0,1,0,3.535855118968658,4,2.7683800000000005,101.98740000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)C(=O)n1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,7.0268722,13.894854276514247,13.894854276514247,0.11559006150080009,-0.8071065061556164,0.1690716635104954,12.545454545454545,599.7960000000003,552.4200000000003,599.3591824040899,234,0,0.3281484763707314,-0.49675395841210773,0.49675395841210773,0.3281484763707314,0.9318181818181818,1.6136363636363635,2.3181818181818183,16.465370372675693,9.999799662996805,2.2680773267889967,-2.235512404780126,2.229606918308228,-2.8544743483406054,6.089385594790742,-0.6764391405763497,3.4451365522720434,1.5476065158412804,1478.0397997190541,31.31297954112573,26.245301264794033,26.245301264794033,21.44342200327525,15.814692615634156,15.814692615634156,11.323710747259742,11.323710747259742,7.998095671872113,7.998095671872113,5.4541378419049265,5.4541378419049265,-4.139999999999999,7725726435.575934,32.76714126602168,16.63823127902446,8.707440412457496,260.57584302052544,25.376877287503895,24.942991032857357,0.0,0.0,5.907179729351506,6.031114512338072,9.361636831863176,4.794537184071822,0.0,0.0,87.35278832984939,43.025017565859855,30.236032089600016,24.23179057973875,24.74925332079073,22.841219173770632,0.0,14.783797982648164,0.0,64.64214613682013,26.744066759015258,101.74996993670503,0.0,5.749511833283905,15.370440161812711,4.794537184071822,5.749511833283905,0.0,65.40170499108363,12.965578028838586,0.0,61.015652550248085,85.05961546161403,0.0,10.902924932081056,0.0,100.41000000000001,12.145807216896262,14.69560176298435,0.0,11.938294241689578,49.06622367035436,42.55970130838193,0.0,17.873740760681965,89.07947022485777,19.16426300338758,4.736862953800049,6.942087010037726,0.0,29.543798038489708,17.22307750346906,3.228947246404568,0.4827334705153864,24.589858011113634,5.175210991393996,6.669762922694046,1.644524805881875,0.3888888888888889,44,4,8,0,0,0,2,3,1,4,2,0,5,3,8,1,16,0,0,0,0,0,12.390619880375796,4,4.985800000000005,175.01839999999953,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=[NH+]1,7.0177288,14.542126335765404,14.542126335765404,0.23673899806836363,-0.5921694976199845,0.7671672442934229,26.653846153846153,373.83900000000017,354.6870000000001,373.1225935480901,134,0,0.2737503819535467,-0.3206422357109847,0.3206422357109847,0.2737503819535467,1.4230769230769231,2.230769230769231,2.923076923076923,35.495691699289196,9.839980999420646,2.527127974966047,-2.2752998164353744,2.4660578649349163,-2.8776290064866137,6.300607301629568,-0.5680748661555721,3.363200790996623,1.6130632872513322,914.2551817513219,18.474327015758657,14.221756817062007,14.97768576308046,12.353992392367282,8.490268779076478,8.868233252085705,7.229254519171238,7.665690299643223,5.191436430982398,5.415014595946994,3.749196895825558,3.8609859783078564,-2.47,1287312.1875650312,16.96952987102625,6.055156735136276,3.0517639129423983,155.03141901095444,5.316788604006331,17.0500740882777,0.0,5.835619785757269,5.907179729351506,0.0,15.520609393869677,9.374393568622029,0.0,0.0,11.600939890232516,56.01512183401209,17.447681337993636,10.940539359902719,14.177356964382312,29.031125680024854,0.0,4.9839785209472085,17.569479569484972,25.304305697925987,5.316788604006331,58.625912555253805,0.0,0.0,16.042860813804186,10.077801322358383,0.0,11.600939890232516,16.726778036055983,5.538925252383345,17.65303293336868,35.81729711615992,36.52867891392113,5.022633313741326,0.0,0.0,81.98,5.538925252383345,9.184952231746642,0.0,17.41832856524586,28.10928317244467,18.67726303160929,24.395944776997904,12.13273413692322,6.923737199690624,15.293171857589208,17.3346073673947,14.542126335765404,5.788009851609631,19.605698961307052,3.21033005772322,6.724480194849756,0.9249533469394515,7.687032596668314,3.2681969155812327,1.9436161840003832,0.0,0.3157894736842105,26,4,5,1,1,2,1,1,1,2,3,0,3,3,7,2,3,1,0,1,0,0,3.952044734255416,4,1.8191999999999993,97.32330000000003,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(C(=O)c2ccccc2)c1)S(C)(=O)=O,7.0087738,13.524366339128242,13.524366339128242,0.13306972789115679,-3.646036825596831,0.30474541905640956,14.921052631578947,536.6740000000003,502.4020000000003,536.22136860809,200,0,0.251200920336462,-0.3850696043550193,0.3850696043550193,0.251200920336462,0.9736842105263158,1.5789473684210527,2.1842105263157894,32.23325745834603,9.981210122038478,2.2971970932573917,-2.2421967608478792,2.230374553120944,-2.8848131936690526,7.915875451951008,-0.6740345317614724,3.751300397975427,1.6460530669631914,1375.8372298701101,27.285881803630282,21.579050344289065,22.39554692521679,18.11321210636952,12.66497803988208,14.513289659146585,9.840059165566222,11.853821921896087,6.751515076904505,7.9572697405875275,4.233913791638174,4.722274150819784,-3.529999999999999,427112979.81801236,27.503332670940587,11.893386682401628,7.2782072292290385,223.29173551857656,15.740104602853368,12.648722793660877,5.783244946364939,10.023291153407584,5.907179729351506,0.0,13.894290359439879,8.417796984328938,0.0,0.0,60.6636706846161,30.183374320007832,36.5796697036202,24.02683711649089,28.430187351319617,27.40110210380759,0.0,5.316788604006331,0.0,37.450112914822256,24.153413563397404,101.11657785678895,0.0,0.0,14.938793199308897,5.687386274683562,0.0,0.0,63.25059467303147,16.444112776333593,0.0,44.68452358078365,78.86277189000094,0.0,0.0,0.0,120.38999999999999,28.076278099655354,23.113398747313287,0.0,22.597534204442493,24.570870349683542,28.96607991235665,25.24677318806202,30.33183534230805,30.33183534230805,10.633577208012662,0.0,25.574475625925047,0.0,26.752691426975197,16.04869354084899,1.9090080505569889,-0.8281755030983924,22.511701132942708,2.931763613453538,0.455402590356768,-2.272227144627504,0.3103448275862069,38,4,8,1,0,1,1,3,0,3,2,0,5,3,9,0,12,1,0,1,0,0,8.608099223953326,4,1.7411999999999996,146.78469999999984,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
